"peak","n_folds_recovered"
"chr19:49875817-49876317",2
"chr19:50026003-50026503",2
"chr19:50358319-50358819",1
"chr19:50368492-50368992",3
"chr19:50431500-50432000",3
"chr19:50475679-50476179",2
"chr19:50679301-50679801",3
"chr19:50835854-50836354",0
"chr19:51097309-51097809",4
"chr19:51369285-51369785",0
"chr19:51570887-51571387",3
"chr19:51702258-51702758",1
"chr19:52170920-52171420",0
"chr19:52296933-52297433",3
"chr19:52734189-52734689",4
"chr19:53432245-53432745",0
"chr19:53868745-53869245",2
"chr19:53874499-53874999",0
"chr19:54103043-54103543",3
"chr19:54370397-54370897",2
"chr19:54448893-54449393",0
"chr19:54478615-54479115",0
"chr19:55082358-55082858",3
"chr19:55179214-55179714",3
"chr19:55180014-55180514",1
"chr19:55257104-55257604",1
"chr19:55279441-55279941",3
"chr19:55302331-55302831",0
"chr19:55340068-55340568",3
"chr19:55340729-55341229",1
"chr19:55406666-55407166",2
"chr19:55407295-55407795",0
"chr19:55460891-55461391",2
"chr19:55516831-55517331",1
"chr19:55587217-55587717",1
"chr19:55604476-55604976",1
"chr19:55634749-55635249",2
"chr19:55640696-55641196",1
"chr19:55642722-55643222",1
"chr19:55648204-55648704",2
"chr19:55674376-55674876",1
"chr19:55674905-55675405",0
"chr19:56120142-56120642",0
"chr19:56140175-56140675",2
"chr19:5679704-5680204",0
"chr19:5690553-5691053",3
"chr19:570869-571369",1
"chr19:571448-571948",4
"chr19:57191223-57191723",0
"chr19:57191753-57192253",2
"chr19:572173-572673",3
"chr19:57280685-57281185",4
"chr19:57350949-57351449",0
"chr19:57351553-57352053",0
"chr19:57487451-57487951",1
"chr19:58150570-58151070",0
"chr19:58154929-58155429",0
"chr19:5828020-5828520",4
"chr19:58326059-58326559",3
"chr19:58381435-58381935",1
"chr19:58386297-58386797",1
"chr19:58466727-58467227",1
"chr19:58498591-58499091",2
"chr19:58513343-58513843",0
"chr19:5967854-5968354",3
"chr19:5977418-5977918",0
"chr19:604235-604735",0
"chr19:610038-610538",0
"chr19:6109804-6110304",4
"chr19:632472-632972",3
"chr19:633398-633898",4
"chr19:6393734-6394234",2
"chr19:6530722-6531222",3
"chr19:6532490-6532990",0
"chr19:6590702-6591202",1
"chr19:6592466-6592966",0
"chr19:6740593-6741093",1
"chr19:6768004-6768504",4
"chr19:6801712-6802212",2
"chr19:6802340-6802840",1
"chr19:681131-681631",2
"chr19:703765-704265",3
"chr19:7488771-7489271",1
"chr19:7505967-7506467",0
"chr19:7522336-7522836",1
"chr19:7637443-7637943",1
"chr19:7680543-7681043",1
"chr19:7690788-7691288",3
"chr19:7692344-7692844",3
"chr19:7871888-7872388",3
"chr19:7919646-7920146",1
"chr19:7925923-7926423",3
"chr19:7929258-7929758",1
"chr19:8005982-8006482",4
"chr19:8320637-8321137",2
"chr19:8353853-8354353",1
"chr19:8505814-8506314",1
"chr19:8654501-8655001",4
"chr19:893614-894114",3
"chr19:912948-913448",0
"chr19:920162-920662",1
"chr19:9323447-9323947",0
"chr19:9584302-9584802",1
"chr19:9620949-9621449",2
"chr19:9784893-9785393",1
"chr1:1001756-1002256",3
"chr1:100396591-100397091",3
"chr1:100400275-100400775",3
"chr1:100414718-100415218",2
"chr1:100834963-100835463",0
"chr1:100949438-100949938",3
"chr1:101081480-101081980",2
"chr1:101111983-101112483",2
"chr1:10209664-10210164",3
"chr1:1032881-1033381",1
"chr1:10471721-10472221",2
"chr1:10693558-10694058",3
"chr1:107844521-107845021",0
"chr1:108560342-108560842",0
"chr1:10867027-10867527",1
"chr1:108828031-108828531",0
"chr1:109619527-109620027",0
"chr1:109620145-109620645",0
"chr1:110035043-110035543",1
"chr1:110211193-110211693",3
"chr1:110673246-110673746",0
"chr1:111449599-111450099",2
"chr1:111603955-111604455",2
"chr1:111620989-111621489",2
"chr1:112620071-112620571",0
"chr1:112622407-112622907",1
"chr1:112624409-112624909",3
"chr1:112955220-112955720",0
"chr1:113073642-113074142",1
"chr1:113930752-113931252",1
"chr1:114715940-114716440",1
"chr1:114755862-114756362",0
"chr1:115061456-115061956",3
"chr1:115086360-115086860",0
"chr1:116374545-116375045",0
"chr1:116377244-116377744",0
"chr1:116498992-116499492",1
"chr1:116737899-116738399",2
"chr1:116738737-116739237",1
"chr1:116754135-116754635",1
"chr1:116764016-116764516",2
"chr1:116769020-116769520",0
"chr1:11680272-11680772",0
"chr1:117051382-117051882",1
"chr1:11735813-11736313",2
"chr1:117610267-117610767",0
"chr1:117611006-117611506",0
"chr1:12124723-12125223",0
"chr1:1212694-1213194",1
"chr1:121396219-121396719",0
"chr1:12179050-12179550",3
"chr1:12201591-12202091",0
"chr1:1232392-1232892",0
"chr1:12438396-12438896",0
"chr1:12604291-12604791",1
"chr1:1354848-1355348",2
"chr1:144076475-144076975",2
"chr1:145960321-145960821",4
"chr1:147084764-147085264",1
"chr1:148373487-148373987",0
"chr1:14923842-14924342",2
"chr1:149390596-149391096",1
"chr1:149812716-149813216",0
"chr1:150066765-150067265",2
"chr1:150150563-150151063",0
"chr1:150186776-150187276",3
"chr1:150234439-150234939",0
"chr1:150281607-150282107",3
"chr1:150282136-150282636",0
"chr1:150321244-150321744",3
"chr1:150564084-150564584",0
"chr1:150575406-150575906",2
"chr1:150613551-150614051",3
"chr1:150922391-150922891",1
"chr1:151056931-151057431",1
"chr1:151165199-151165699",0
"chr1:151198725-151199225",3
"chr1:151326823-151327323",4
"chr1:151345980-151346480",1
"chr1:151790955-151791455",1
"chr1:151972857-151973357",2
"chr1:153568468-153568968",2
"chr1:153617546-153618046",0
"chr1:153946469-153946969",0
"chr1:153963390-153963890",3
"chr1:153993615-153994115",1
"chr1:15408751-15409251",1
"chr1:15413555-15414055",0
"chr1:154326168-154326668",2
"chr1:154328425-154328925",0
"chr1:15434712-15435212",0
"chr1:154463589-154464089",0
"chr1:154936044-154936544",2
"chr1:154943701-154944201",0
"chr1:155000913-155001413",4
"chr1:155003153-155003653",2
"chr1:155017439-155017939",2
"chr1:155050386-155050886",2
"chr1:155080714-155081214",1
"chr1:155083971-155084471",1
"chr1:155136186-155136686",2
"chr1:155194041-155194541",1
"chr1:155194602-155195102",2
"chr1:15523741-15524241",4
"chr1:155250055-155250555",1
"chr1:155277090-155277590",1
"chr1:155277617-155278117",0
"chr1:155308990-155309490",3
"chr1:155322595-155323095",0
"chr1:155325094-155325594",1
"chr1:155859222-155859722",3
"chr1:155910470-155910970",0
"chr1:155976333-155976833",2
"chr1:155978357-155978857",1
"chr1:156082257-156082757",2
"chr1:156127038-156127538",1
"chr1:156130245-156130745",1
"chr1:156160846-156161346",3
"chr1:156319549-156320049",1
"chr1:156337630-156338130",4
"chr1:156445728-156446228",2
"chr1:156583975-156584475",1
"chr1:156601223-156601723",4
"chr1:156656801-156657301",0
"chr1:156657366-156657866",3
"chr1:156727890-156728390",3
"chr1:156729258-156729758",1
"chr1:156767672-156768172",0
"chr1:156860609-156861109",1
"chr1:157138252-157138752",1
"chr1:15836882-15837382",1
"chr1:15950839-15951339",3
"chr1:159781146-159781646",3
"chr1:159924562-159925062",1
"chr1:16013111-16013611",0
"chr1:160711669-160712169",1
"chr1:160738228-160738728",4
"chr1:160990154-160990654",4
"chr1:161201551-161202051",0
"chr1:161314646-161315146",0
"chr1:161524334-161524834",1
"chr1:161540642-161541142",2
"chr1:162790249-162790749",2
"chr1:1630822-1631322",4
"chr1:16513156-16513656",3
"chr1:165597450-165597950",0
"chr1:16613333-16613833",1
"chr1:167090512-167091012",2
"chr1:1677820-1678320",4
"chr1:168410401-168410901",2
"chr1:169044295-169044795",3
"chr1:16905849-16906349",1
"chr1:16914425-16914925",2
"chr1:169217607-169218107",2
"chr1:169571392-169571892",2
"chr1:169604745-169605245",3
"chr1:169692714-169693214",3
"chr1:17011721-17012221",0
"chr1:171781890-171782390",1
"chr1:172358987-172359487",0
"chr1:172393990-172394490",2
"chr1:172698150-172698650",1
"chr1:1778249-1778749",2
"chr1:1778850-1779350",4
"chr1:181090025-181090525",3
"chr1:182259403-182259903",4
"chr1:182392118-182392618",0
"chr1:182426722-182427222",2
"chr1:182588631-182589131",2
"chr1:183956562-183957062",2
"chr1:184380351-184380851",1
"chr1:184743031-184743531",0
"chr1:184840495-184840995",1
"chr1:18884036-18884536",1
"chr1:1889716-1890216",4
"chr1:18951373-18951873",0
"chr1:19241179-19241679",0
"chr1:192516693-192517193",1
"chr1:192538881-192539381",4
"chr1:192575431-192575931",2
"chr1:192703377-192703877",4
"chr1:193458630-193459130",2
"chr1:193479116-193479616",4
"chr1:193537589-193538089",0
"chr1:19486283-19486783",1
"chr1:195195374-195195874",2
"chr1:19653636-19654136",3
"chr1:19664583-19665083",0
"chr1:198121166-198121666",0
"chr1:198175771-198176271",0
"chr1:198564681-198565181",3
"chr1:198656534-198657034",1
"chr1:198658425-198658925",1
"chr1:198680424-198680924",0
"chr1:20058457-20058957",0
"chr1:200738940-200739440",0
"chr1:20152256-20152756",1
"chr1:202161938-202162438",4
"chr1:203006439-203006939",0
"chr1:203304441-203304941",4
"chr1:203649629-203650129",1
"chr1:204151916-204152416",2
"chr1:2050702-2051202",2
"chr1:20507940-20508440",2
"chr1:205849954-205850454",1
"chr1:20633169-20633669",1
"chr1:206557486-206557986",2
"chr1:206581614-206582114",3
"chr1:206658387-206658887",0
"chr1:206919385-206919885",0
"chr1:20731997-20732497",3
"chr1:21175281-21175781",2
"chr1:212256272-212256772",3
"chr1:212608300-212608800",0
"chr1:21289799-21290299",1
"chr1:21344716-21345216",4
"chr1:214280272-214280772",0
"chr1:214439322-214439822",0
"chr1:22105558-22106058",0
"chr1:221726239-221726739",1
"chr1:221829029-221829529",1
"chr1:221829583-221830083",1
"chr1:2226964-2227464",3
"chr1:224457443-224457943",3
"chr1:224623756-224624256",1
"chr1:2256372-2256872",3
"chr1:226678666-226679166",4
"chr1:226725337-226725837",1
"chr1:226727705-226728205",2
"chr1:228185465-228185965",0
"chr1:228212844-228213344",2
"chr1:228664343-228664843",2
"chr1:228748462-228748962",2
"chr1:229129186-229129686",1
"chr1:229626449-229626949",1
"chr1:230169689-230170189",1
"chr1:23168003-23168503",3
"chr1:232457573-232458073",4
"chr1:232528676-232529176",1
"chr1:235161692-235162192",0
"chr1:23559366-23559866",1
"chr1:236161222-236161722",3
"chr1:23637345-23637845",1
"chr1:236395611-236396111",3
"chr1:237411588-237412088",2
"chr1:237789556-237790056",1
"chr1:23790838-23791338",3
"chr1:23799621-23800121",2
"chr1:23867469-23867969",1
"chr1:2390893-2391393",3
"chr1:239898064-239898564",0
"chr1:24277429-24277929",0
"chr1:24322016-24322516",1
"chr1:245956207-245956707",3
"chr1:247111667-247112167",0
"chr1:24914119-24914619",2
"chr1:24920157-24920657",0
"chr1:25030051-25030551",0
"chr1:25030739-25031239",1
"chr1:25035459-25035959",3
"chr1:25041842-25042342",0
"chr1:25064450-25064950",4
"chr1:25338646-25339146",2
"chr1:2540785-2541285",1
"chr1:25431042-25431542",1
"chr1:2545477-2545977",2
"chr1:25615036-25615536",1
"chr1:25617094-25617594",3
"chr1:25617826-25618326",1
"chr1:25876036-25876536",0
"chr1:26169593-26170093",1
"chr1:26278883-26279383",4
"chr1:26336244-26336744",1
"chr1:2643024-2643524",0
"chr1:26471011-26471511",0
"chr1:26538615-26539115",0
"chr1:26542385-26542885",0
"chr1:26787141-26787641",2
"chr1:27102616-27103116",1
"chr1:27360372-27360872",3
"chr1:27626998-27627498",0
"chr1:27634089-27634589",4
"chr1:27659879-27660379",1
"chr1:27660428-27660928",1
"chr1:27669072-27669572",1
"chr1:27773464-27773964",1
"chr1:28246416-28246916",0
"chr1:28506315-28506815",1
"chr1:28552181-28552681",4
"chr1:28553271-28553771",0
"chr1:28648697-28649197",2
"chr1:28881981-28882481",0
"chr1:29124663-29125163",4
"chr1:30732065-30732565",4
"chr1:31764164-31764664",4
"chr1:31787768-31788268",3
"chr1:31788414-31788914",1
"chr1:31931590-31932090",1
"chr1:31935180-31935680",0
"chr1:31939163-31939663",3
"chr1:31942985-31943485",2
"chr1:31943756-31944256",1
"chr1:32107216-32107716",0
"chr1:32205401-32205901",0
"chr1:32222680-32223180",0
"chr1:32799509-32800009",0
"chr1:32963651-32964151",1
"chr1:35576863-35577363",1
"chr1:35707475-35707975",4
"chr1:35708151-35708651",3
"chr1:35718910-35719410",0
"chr1:35808352-35808852",2
"chr1:36088578-36089078",1
"chr1:3611468-3611968",4
"chr1:36323527-36324027",2
"chr1:36450265-36450765",2
"chr1:37474836-37475336",3
"chr1:37518774-37519274",1
"chr1:37808536-37809036",0
"chr1:37811003-37811503",0
"chr1:38005323-38005823",3
"chr1:38011852-38012352",1
"chr1:38045265-38045765",1
"chr1:38046082-38046582",2
"chr1:38991678-38992178",3
"chr1:39026058-39026558",1
"chr1:39491874-39492374",0
"chr1:40338634-40339134",1
"chr1:40449814-40450314",1
"chr1:40980975-40981475",1
"chr1:41241838-41242338",0
"chr1:41366283-41366783",1
"chr1:41728688-41729188",1
"chr1:41898115-41898615",1
"chr1:41916015-41916515",1
"chr1:42765801-42766301",2
"chr1:42945132-42945632",2
"chr1:43367091-43367591",1
"chr1:43368526-43369026",1
"chr1:43978942-43979442",2
"chr1:44707827-44708327",0
"chr1:44786031-44786531",3
"chr1:44818720-44819220",1
"chr1:44985865-44986365",2
"chr1:45010394-45010894",1
"chr1:45326629-45327129",0
"chr1:45586981-45587481",1
"chr1:46340483-46340983",2
"chr1:46603465-46603965",0
"chr1:46718396-46718896",0
"chr1:47314560-47315060",3
"chr1:47438023-47438523",1
"chr1:50959396-50959896",0
"chr1:50977801-50978301",0
"chr1:51296752-51297252",1
"chr1:51520773-51521273",2
"chr1:51990523-51991023",2
"chr1:52698162-52698662",3
"chr1:53413174-53413674",3
"chr1:54800710-54801210",3
"chr1:54995763-54996263",2
"chr1:55188807-55189307",0
"chr1:55217397-55217897",0
"chr1:57307374-57307874",1
"chr1:58392021-58392521",2
"chr1:58779497-58779997",2
"chr1:58780804-58781304",3
"chr1:58782794-58783294",3
"chr1:58783372-58783872",0
"chr1:58785434-58785934",0
"chr1:59814538-59815038",2
"chr1:6148532-6149032",1
"chr1:62271861-62272361",2
"chr1:6259890-6260390",0
"chr1:63523013-63523513",0
"chr1:6414223-6414723",1
"chr1:64864106-64864606",2
"chr1:6489810-6490310",1
"chr1:65687640-65688140",0
"chr1:6614519-6615019",2
"chr1:66214849-66215349",0
"chr1:66274951-66275451",2
"chr1:66445386-66445886",0
"chr1:6783849-6784349",2
"chr1:70132877-70133377",0
"chr1:74771854-74772354",0
"chr1:76267597-76268097",1
"chr1:76292254-76292754",0
"chr1:77431304-77431804",3
"chr1:78004594-78005094",0
"chr1:7902688-7903188",1
"chr1:7929605-7930105",3
"chr1:7942244-7942744",0
"chr1:8026107-8026607",1
"chr1:8113162-8113662",2
"chr1:8182356-8182856",2
"chr1:84144013-84144513",3
"chr1:84247358-84247858",1
"chr1:8430389-8430889",0
"chr1:84862843-84863343",0
"chr1:84998084-84998584",0
"chr1:86741879-86742379",1
"chr1:8703198-8703698",1
"chr1:87333621-87334121",4
"chr1:89064038-89064538",0
"chr1:89630005-89630505",0
"chr1:89721267-89721767",3
"chr1:89739764-89740264",1
"chr1:9129627-9130127",3
"chr1:92316029-92316529",2
"chr1:92536956-92537456",0
"chr1:9283166-9283666",0
"chr1:9410826-9411326",0
"chr1:95043330-95043830",2
"chr1:95233927-95234427",0
"chr1:9589167-9589667",0
"chr1:960305-960805",4
"chr1:9628965-9629465",2
"chr1:9652861-9653361",0
"chr1:9800019-9800519",1
"chr1:98050997-98051497",2
"chr1:98323775-98324275",2
"chr1:98388365-98388865",2
"chr1:9874801-9875301",2
"chr1:999028-999528",2
"chr20:10306912-10307412",1
"chr20:10351572-10352072",0
"chr20:1325610-1326110",3
"chr20:17511379-17511879",1
"chr20:17530512-17531012",0
"chr20:17569110-17569610",4
"chr20:17968032-17968532",0
"chr20:18138238-18138738",0
"chr20:20017591-20018091",0
"chr20:20603214-20603714",0
"chr20:23420313-23420813",2
"chr20:23902280-23902780",0
"chr20:24959578-24960078",1
"chr20:2508398-2508898",3
"chr20:25987278-25987778",0
"chr20:2752664-2753164",2
"chr20:30386033-30386533",0
"chr20:31503056-31503556",1
"chr20:31604109-31604609",2
"chr20:31722672-31723172",1
"chr20:31852616-31853116",3
"chr20:31870325-31870825",1
"chr20:3209229-3209729",4
"chr20:32207015-32207515",1
"chr20:32277388-32277888",3
"chr20:32278062-32278562",1
"chr20:32534557-32535057",4
"chr20:32537169-32537669",1
"chr20:32585172-32585672",2
"chr20:32742495-32742995",1
"chr20:33401294-33401794",1
"chr20:33662966-33663466",0
"chr20:33862545-33863045",0
"chr20:3407371-3407871",1
"chr20:34558378-34558878",4
"chr20:34704010-34704510",3
"chr20:347588-348088",2
"chr20:34875729-34876229",2
"chr20:34960709-34961209",0
"chr20:35096134-35096634",3
"chr20:36436166-36436666",2
"chr20:36556452-36556952",0
"chr20:37289399-37289899",2
"chr20:3744979-3745479",4
"chr20:3767034-3767534",1
"chr20:3778214-3778714",0
"chr20:3797985-3798485",2
"chr20:4015377-4015877",1
"chr20:4037952-4038452",1
"chr20:41139128-41139628",0
"chr20:41618823-41619323",1
"chr20:43514687-43515187",2
"chr20:43657303-43657803",0
"chr20:43914554-43915054",2
"chr20:43915231-43915731",2
"chr20:44209761-44210261",2
"chr20:44884805-44885305",2
"chr20:44971483-44971983",0
"chr20:44979231-44979731",2
"chr20:45348197-45348697",0
"chr20:45405689-45406189",3
"chr20:45406442-45406942",4
"chr20:45415800-45416300",0
"chr20:45792207-45792707",1
"chr20:46308292-46308792",1
"chr20:47487143-47487643",1
"chr20:4823422-4823922",1
"chr20:48920928-48921428",3
"chr20:49217046-49217546",3
"chr20:49699200-49699700",2
"chr20:49983154-49983654",0
"chr20:50110641-50111141",1
"chr20:50392061-50392561",1
"chr20:50464155-50464655",0
"chr20:50483397-50483897",1
"chr20:50958584-50959084",3
"chr20:50959421-50959921",1
"chr20:51372215-51372715",3
"chr20:51409462-51409962",0
"chr20:51416900-51417400",0
"chr20:51424703-51425203",2
"chr20:51481317-51481817",2
"chr20:51494430-51494930",4
"chr20:51525773-51526273",1
"chr20:51526295-51526795",4
"chr20:51531327-51531827",4
"chr20:51667047-51667547",3
"chr20:53593068-53593568",0
"chr20:53700752-53701252",2
"chr20:53899606-53900106",0
"chr20:5609763-5610263",0
"chr20:57596905-57597405",1
"chr20:57709836-57710336",0
"chr20:57710364-57710864",0
"chr20:58892562-58893062",2
"chr20:62796716-62797216",2
"chr20:62862362-62862862",1
"chr20:63271949-63272449",1
"chr20:63498921-63499421",1
"chr20:63574032-63574532",1
"chr20:63639113-63639613",0
"chr20:63708370-63708870",0
"chr20:63948383-63948883",3
"chr20:63955400-63955900",0
"chr20:64076989-64077489",1
"chr21:14527140-14527640",0
"chr21:14546099-14546599",3
"chr21:14675712-14676212",2
"chr21:17780512-17781012",1
"chr21:25561296-25561796",1
"chr21:31132855-31133355",0
"chr21:31660569-31661069",0
"chr21:31733285-31733785",0
"chr21:32611603-32612103",4
"chr21:33230431-33230931",2
"chr21:33490889-33491389",0
"chr21:34072701-34073201",2
"chr21:35020385-35020885",0
"chr21:41879314-41879814",3
"chr21:41926463-41926963",2
"chr21:42061884-42062384",0
"chr21:42414982-42415482",2
"chr21:42456325-42456825",1
"chr21:42464103-42464603",0
"chr21:42783768-42784268",0
"chr21:42878558-42879058",1
"chr21:43702904-43703404",1
"chr21:43740646-43741146",0
"chr21:43776095-43776595",3
"chr21:43864863-43865363",0
"chr21:44293891-44294391",2
"chr21:44300367-44300867",2
"chr21:44338413-44338913",1
"chr21:44926818-44927318",0
"chr21:44931741-44932241",0
"chr21:45542248-45542748",1
"chr21:46184206-46184706",2
"chr21:46409960-46410460",0
"chr22:17774268-17774768",1
"chr22:18077100-18077600",1
"chr22:19986999-19987499",0
"chr22:20418071-20418571",2
"chr22:20496379-20496879",2
"chr22:20507310-20507810",3
"chr22:20859168-20859668",3
"chr22:20917057-20917557",2
"chr22:20918189-20918689",0
"chr22:21001284-21001784",3
"chr22:21568153-21568653",2
"chr22:21657328-21657828",4
"chr22:21690283-21690783",2
"chr22:21952035-21952535",0
"chr22:21982575-21983075",3
"chr22:22297115-22297615",0
"chr22:23216435-23216935",0
"chr22:23250041-23250541",0
"chr22:24011674-24012174",0
"chr22:26428444-26428944",2
"chr22:26512271-26512771",2
"chr22:26642215-26642715",2
"chr22:29267207-29267707",0
"chr22:29268593-29269093",2
"chr22:29883520-29884020",2
"chr22:30286755-30287255",0
"chr22:30289551-30290051",0
"chr22:30290248-30290748",2
"chr22:30425906-30426406",1
"chr22:30485306-30485806",1
"chr22:30709990-30710490",1
"chr22:30922070-30922570",1
"chr22:31159890-31160390",2
"chr22:31488896-31489396",0
"chr22:31490465-31490965",0
"chr22:31665547-31666047",2
"chr22:31970554-31971054",2
"chr22:36156685-36157185",2
"chr22:36162034-36162534",3
"chr22:36238005-36238505",4
"chr22:36252819-36253319",0
"chr22:36331417-36331917",1
"chr22:36354737-36355237",2
"chr22:36359669-36360169",1
"chr22:36366145-36366645",2
"chr22:36409935-36410435",3
"chr22:37149185-37149685",0
"chr22:37161462-37161962",3
"chr22:37163170-37163670",1
"chr22:37230503-37231003",2
"chr22:37237846-37238346",2
"chr22:37284305-37284805",0
"chr22:37307665-37308165",0
"chr22:37561660-37562160",2
"chr22:37606978-37607478",2
"chr22:37696658-37697158",2
"chr22:37745870-37746370",2
"chr22:37817568-37818068",2
"chr22:37906569-37907069",0
"chr22:38176378-38176878",1
"chr22:38180693-38181193",1
"chr22:38200818-38201318",1
"chr22:38272789-38273289",1
"chr22:38336018-38336518",0
"chr22:38569529-38570029",0
"chr22:38793441-38793941",3
"chr22:38870173-38870673",0
"chr22:38871375-38871875",0
"chr22:38982091-38982591",0
"chr22:39077021-39077521",1
"chr22:39115971-39116471",4
"chr22:39116980-39117480",1
"chr22:39118065-39118565",1
"chr22:39144340-39144840",0
"chr22:39320030-39320530",2
"chr22:39399017-39399517",1
"chr22:39522649-39523149",3
"chr22:39532106-39532606",2
"chr22:39534710-39535210",2
"chr22:39920207-39920707",1
"chr22:40347379-40347879",0
"chr22:40636001-40636501",1
"chr22:40818124-40818624",3
"chr22:41197297-41197797",1
"chr22:41447706-41448206",2
"chr22:41469424-41469924",1
"chr22:41621498-41621998",3
"chr22:41682239-41682739",1
"chr22:41688628-41689128",1
"chr22:41919117-41919617",0
"chr22:41938393-41938893",0
"chr22:41938908-41939408",2
"chr22:41940506-41941006",0
"chr22:42074382-42074882",2
"chr22:42080232-42080732",3
"chr22:42314707-42315207",0
"chr22:42323715-42324215",1
"chr22:42368423-42368923",4
"chr22:42649181-42649681",0
"chr22:42856495-42856995",3
"chr22:43143173-43143673",1
"chr22:43186327-43186827",1
"chr22:43186864-43187364",3
"chr22:44023983-44024483",1
"chr22:45009862-45010362",0
"chr22:45268211-45268711",3
"chr22:45269499-45269999",0
"chr22:45334055-45334555",0
"chr22:45413452-45413952",4
"chr22:45994762-45995262",0
"chr22:46006258-46006758",0
"chr22:46297024-46297524",0
"chr22:46373774-46374274",1
"chr22:46576300-46576800",1
"chr22:46576851-46577351",1
"chr22:49929460-49929960",2
"chr22:49962281-49962781",2
"chr22:50184944-50185444",3
"chr22:50186336-50186836",0
"chr22:50327424-50327924",0
"chr22:50473789-50474289",0
"chr22:50475410-50475910",1
"chr2:100924630-100925130",4
"chr2:101307905-101308405",0
"chr2:101474884-101475384",1
"chr2:102356046-102356546",1
"chr2:102368680-102369180",2
"chr2:105861191-105861691",0
"chr2:106267974-106268474",1
"chr2:109031775-109032275",3
"chr2:11778295-11778795",0
"chr2:12293855-12294355",3
"chr2:12451713-12452213",2
"chr2:12488322-12488822",3
"chr2:12507243-12507743",2
"chr2:12514737-12515237",2
"chr2:126657731-126658231",4
"chr2:127107111-127107611",0
"chr2:134258595-134259095",2
"chr2:135984863-135985363",1
"chr2:136015599-136016099",2
"chr2:136119066-136119566",2
"chr2:136225901-136226401",2
"chr2:136226430-136226930",1
"chr2:136242687-136243187",4
"chr2:136281186-136281686",4
"chr2:144452050-144452550",2
"chr2:144462213-144462713",1
"chr2:144466543-144467043",1
"chr2:144471227-144471727",1
"chr2:144473043-144473543",0
"chr2:144507391-144507891",0
"chr2:144583377-144583877",0
"chr2:147288123-147288623",1
"chr2:147623243-147623743",0
"chr2:149017323-149017823",1
"chr2:15142078-15142578",0
"chr2:151637108-151637608",3
"chr2:15176978-15177478",1
"chr2:156326622-156327122",3
"chr2:156328018-156328518",4
"chr2:157331685-157332185",0
"chr2:157413289-157413789",2
"chr2:159227388-159227888",0
"chr2:160181105-160181605",1
"chr2:160269653-160270153",1
"chr2:160652220-160652720",0
"chr2:162011628-162012128",0
"chr2:162055379-162055879",0
"chr2:162058942-162059442",0
"chr2:162073390-162073890",1
"chr2:162343797-162344297",1
"chr2:165777464-165777964",3
"chr2:165874382-165874882",1
"chr2:166539287-166539787",0
"chr2:168490407-168490907",2
"chr2:169107656-169108156",2
"chr2:169800017-169800517",0
"chr2:172083358-172083858",2
"chr2:173027391-173027891",1
"chr2:173962721-173963221",0
"chr2:174396069-174396569",0
"chr2:174489995-174490495",1
"chr2:1781359-1781859",0
"chr2:180359361-180359861",2
"chr2:180359871-180360371",1
"chr2:181143741-181144241",0
"chr2:18520452-18520952",0
"chr2:18559281-18559781",1
"chr2:190180549-190181049",0
"chr2:190578401-190578901",2
"chr2:190879955-190880455",0
"chr2:191049749-191050249",3
"chr2:19347811-19348311",0
"chr2:195536160-195536660",3
"chr2:195656905-195657405",2
"chr2:196089413-196089913",2
"chr2:196170079-196170579",0
"chr2:196799477-196799977",2
"chr2:197378339-197378839",0
"chr2:197502199-197502699",0
"chr2:198326319-198326819",0
"chr2:200424923-200425423",0
"chr2:200466846-200467346",0
"chr2:201070723-201071223",1
"chr2:201129057-201129557",0
"chr2:201191577-201192077",3
"chr2:203637742-203638242",2
"chr2:203859271-203859771",4
"chr2:203867496-203867996",3
"chr2:204027036-204027536",1
"chr2:204967327-204967827",1
"chr2:207352901-207353401",1
"chr2:207768359-207768859",0
"chr2:210476523-210477023",1
"chr2:210577469-210577969",0
"chr2:212076432-212076932",0
"chr2:214683550-214684050",2
"chr2:215171076-215171576",2
"chr2:215811512-215812012",2
"chr2:215979610-215980110",0
"chr2:216352860-216353360",2
"chr2:218264032-218264532",2
"chr2:218323477-218323977",0
"chr2:218569090-218569590",1
"chr2:219551879-219552379",0
"chr2:220687173-220687673",1
"chr2:221518303-221518803",1
"chr2:225052688-225053188",3
"chr2:226423479-226423979",1
"chr2:227460012-227460512",3
"chr2:230591818-230592318",0
"chr2:230668102-230668602",0
"chr2:230713333-230713833",0
"chr2:230957295-230957795",0
"chr2:231104072-231104572",0
"chr2:231460300-231460800",0
"chr2:233080209-233080709",1
"chr2:233421948-233422448",0
"chr2:234077588-234078088",3
"chr2:237603571-237604071",0
"chr2:23940691-23941191",2
"chr2:239605800-239606300",1
"chr2:240564415-240564915",0
"chr2:241509049-241509549",1
"chr2:241637377-241637877",1
"chr2:241859661-241860161",0
"chr2:241860213-241860713",1
"chr2:241896845-241897345",2
"chr2:24409855-24410355",0
"chr2:24543149-24543649",0
"chr2:24586907-24587407",2
"chr2:24745815-24746315",0
"chr2:25041236-25041736",2
"chr2:25276621-25277121",3
"chr2:25285886-25286386",0
"chr2:25797891-25798391",1
"chr2:25877281-25877781",0
"chr2:25877785-25878285",3
"chr2:25991460-25991960",0
"chr2:26086056-26086556",1
"chr2:26503361-26503861",0
"chr2:26786185-26786685",0
"chr2:27049840-27050340",0
"chr2:27051943-27052443",1
"chr2:27663655-27664155",3
