"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"14087",2,"C2","chr2",189179879,189031896,2,"COL5A2",1138,1.49911349052729,9.45392752154273e-05,0.108955836258195
"24453",2,"C2","chrX",86148458,86832604,1,"DACH2",490,1.12066688668832,9.47103427725098e-05,0.150540225626762
"13039",2,"C2","chr2",15561330,15166909,2,"NBAS",90,1.15351126634415,9.49016995775585e-05,0.345678581349864
"1962.1",2,"C2","chr1",193304745,193365953,1,"LINC01031",1962,1.24496449028834,9.50132592569544e-05,0.125793155469187
"23533",2,"C2","chr9",109780309,110172512,1,"PALM2-AKAP2",556,0.817212834409587,9.54176876709706e-05,0.282389419181579
"7981",2,"C2","chr15",48645849,48408306,2,"FBN1",313,1.58862328231883,9.5985095495636e-05,0.0856706540993326
"8757",2,"C2","chr16",11976737,12574289,1,"SNX29",272,0.736651722944641,0.000101824160121746,0.234961841989413
"18068",2,"C2","chr4",89879532,89954629,1,"MMRN1",534,1.87149764086716,0.000101874128862895,0.100923747395745
"20672",2,"C2","chr6",130827406,130837135,1,"SMLR1",1017,2.28741408885368,0.000101874128862895,0.097271150842139
"17243",2,"C2","chr3",158962928,159266307,1,"IQCJ",1111,1.94665922878481,0.000102401038769732,0.160734911200047
"13192",2,"C2","chr2",32946972,33399509,1,"LTBP1",243,1.26844005571307,0.000103047847308586,0.371353189229359
"14246",2,"C2","chr2",214809711,214725646,2,"BARD1",1297,0.616647687577498,0.00010419143750299,0.274572291406811
"21455",2,"C2","chr7",82009177,82029955,1,"LOC101927356",511,1.87344717255183,0.00010419143750299,0.109831369719615
"15283",2,"C2","chr21",18485879,18269116,2,"TMPRSS15",39,1.32919611397468,0.000106278956601597,0.135307164225434
"6594",2,"C2","chr13",74434538,74557099,1,"LINC00347",335,1.99472873170934,0.000106535304498869,0.138510000650234
"9329",2,"C2","chr16",76277278,76819624,1,"CNTNAP4",844,1.75194549140293,0.000107036772246582,0.317552153321835
"23047",2,"C2","chr9",17579082,17797129,1,"SH3GL2",70,1.77231301557405,0.000107036772246582,0.114610288447057
"2753",2,"C2","chr10",48684876,48982956,1,"WDFY4",301,1.69613205406509,0.000108361575486038,0.153092374558577
"17224",2,"C2","chr3",156555184,156540140,2,"SSR3",1092,0.706164172539678,0.000111340132220911,0.332544006089945
"22431",2,"C2","chr8",55102389,55542054,1,"XKR4",351,1.46593791079897,0.000111800526892812,0.159230975009468
"22403.1",2,"C2","chr8",47260575,47736306,1,"SPIDR",323,0.590282170435014,0.000112223037253998,0.25448610524271
"14079",2,"C2","chr2",187448460,187343129,2,"CALCRL",1130,1.58297632028066,0.000112835650649052,0.130196709734105
"3777",2,"C2","chr11",19350724,20121598,1,"NAV2",355,0.835892410661254,0.000113206144409172,0.311881546979029
"11058",2,"C2","chr18",27185317,26906481,2,"CHST9",146,1.58873093738983,0.000113784269932671,0.12687741268255
"11181",2,"C2","chr18",55664787,55222331,2,"TCF4",269,0.824163758555444,0.000114453728416115,0.266991954675396
"2784",2,"C2","chr10",52470533,52450874,2,"LNCAROD",332,1.53798114644088,0.000116687990678786,0.0857891852812061
"21849",2,"C2","chr7",133082082,132784868,2,"CHCHD3",905,0.853974072085326,0.000117094818163354,0.286596212203762
"20530",2,"C2","chr6",99993944,100076413,1,"MCHR2-AS1",875,1.85629013309215,0.000117605315801331,0.0706446002430782
"5761",2,"C2","chr12",71441898,71125085,2,"TSPAN8",776,1.51837412817358,0.000118230199592495,0.169592324617371
"14372",2,"C2","chr2",228181645,227979950,2,"SPHKAP",1423,1.47577939915738,0.000118865799609532,0.0940783356052712
"20413",2,"C2","chr6",73143514,73134803,2,"KCNQ5-AS1",758,1.4726575969779,0.000118865799609532,0.117510162622148
"2821",2,"C2","chr10",64924518,64901136,2,"LOC101928887",369,1.34748704512171,0.000120063703882404,0.0827771070893915
"17460",2,"C2","chr3",192767764,192139395,2,"FGF12",1328,1.03396421929412,0.000121109698114996,0.226999892362476
"932",2,"C2","chr1",67832303,68202987,1,"GNG12-AS1",932,2.12441436860395,0.000121634150929185,0.23503602965751
"20517",2,"C2","chr6",98024531,98024621,1,"MIR2113",862,1.45041407331728,0.00012308767720886,0.203034033848423
"21735",2,"C2","chr7",116672390,116798386,1,"MET",791,1.86410175264372,0.00012308767720886,0.112148600703559
"11111",2,"C2","chr18",42159283,42691422,1,"LINC00907",199,1.01572256152653,0.000123939339034156,0.147100389875082
"21875",2,"C2","chr7",137846863,137390524,2,"DGKI",931,1.30840963392901,0.000123939339034156,0.180401559799921
"23494",2,"C2","chr9",102995311,103018488,1,"CYLC2",517,1.23968399005113,0.000123939339034156,0.0935120555789781
"19023",2,"C2","chr5",114360945,114496500,1,"KCNN2",530,1.62814365470782,0.000125644489309564,0.0857750551970662
"16904",2,"C2","chr3",114873114,114876514,1,"ZBTB20-AS3",772,1.81427670594849,0.000126295296026807,0.139451726466975
"5760",2,"C2","chr12",70920843,70638073,2,"PTPRR",775,1.56563527301464,0.00012663312877037,0.148477933791514
"14115",2,"C2","chr2",196068812,195737703,2,"DNAH7",1166,0.977269288228018,0.000128543452053591,0.227538046252384
"6828",2,"C2","chr14",19876232,19877309,1,"OR4K2",10,2.50321764152512,0.000130519191374124,0.133961867484455
"20595",2,"C2","chr6",113650074,113623535,2,"LINC02541",940,1.85164417781581,0.00013165660099364,0.142851491807391
"21459",2,"C2","chr7",84532476,84584322,1,"LOC101927378",515,1.88781896766365,0.000131983323839184,0.186140434612569
"10482",2,"C2","chr17",56110958,56511659,1,"ANKFN1",996,1.42884882028397,0.000135717332946517,0.0868553725025826
"14074",2,"C2","chr2",186083233,186032891,2,"LINC01473",1125,1.59564393637025,0.000136880757365074,0.0608393378716648
"24649",2,"C2","chrX",124963817,124375903,2,"TENM1",686,1.10256652724758,0.000138940769503861,0.230714677650719
"17351",2,"C2","chr3",181952343,182010678,1,"LINC01206",1219,1.90768993850325,0.000140965763144888,0.0709738375756061
"24686",2,"C2","chrX",133415490,133300103,2,"GPC4",723,2.75972434817591,0.000141745103950474,0.0521626503946294
"17190",2,"C2","chr3",150852484,151080726,1,"CLRN1-AS1",1058,1.31846220349588,0.000143560952864299,0.154773141604625
"1133",2,"C2","chr1",103525483,103418079,2,"LOC101928436",1133,0.992055816194618,0.000143974405380459,0.259122517149048
"13505",2,"C2","chr2",78088730,78127806,1,"LOC101927948",556,1.3712060791572,0.000143974405380459,0.0810863900432918
"4588",2,"C2","chr11",92352096,92896470,1,"FAT3",1166,1.36060882567249,0.000146580591060979,0.165262900827767
"7010",2,"C2","chr14",34222877,33924231,2,"EGLN3",192,1.94362104172574,0.000147330622764596,0.216794980080285
"21794",2,"C2","chr7",128081861,128081960,1,"MIR593",850,1.14183771342774,0.000147330622764596,0.272969863977236
"3704",2,"C2","chr11",11622005,11270876,2,"GALNT18",282,1.24710519929429,0.000147876141925009,0.255327322270421
"5334",2,"C2","chr12",39443390,39293228,2,"KIF21A",349,0.571328534694461,0.000147902227778724,0.293732936509509
"18403",2,"C2","chr4",171186184,171186292,1,"MIR6082",869,1.52640944162544,0.000147902227778724,0.2465200955262
"22070",2,"C2","chr7",158587788,157539056,2,"PTPRN2",1126,1.15855984520926,0.000147902227778724,0.397359376436711
"16713",2,"C2","chr3",64445476,64093867,2,"PRICKLE2",581,2.14081966905373,0.000148655808692018,0.113034131913929
"16214",2,"C2","chr3",12159351,12153051,2,"TIMP4",82,4.00210968492329,0.000150673369609495,0.096536088053086
"18190",2,"C2","chr4",118033618,118258648,1,"NDST3",656,1.29571831880549,0.000152832371849979,0.111000056675815
"2929",2,"C2","chr10",75431453,76560167,1,"LRMDA",477,1.60480407035479,0.000154005207777278,0.376254982278137
"16313",2,"C2","chr3",31161787,31161704,2,"MIR466",181,1.4446792429964,0.000154557490755587,0.144943757546741
"19446",2,"C2","chr5",158409773,158320683,2,"LINC02227",953,2.04697689337699,0.000155088633537056,0.0708373416259704
"6445",2,"C2","chr13",43786908,43213518,2,"ENOX1",186,2.04762186225892,0.000155136318855703,0.387443663643408
"956",2,"C2","chr1",74198235,74543982,1,"FPGT-TNNI3K",956,0.906770906292324,0.000157340675432123,0.23046178955486
"8205",2,"C2","chr15",73443158,73560014,1,"REC114",537,1.30297976922439,0.000157753439620196,0.108264972141104
"9300",2,"C2","chr16",73059698,72782885,2,"ZFHX3",815,2.24172715632233,0.00015902022702502,0.212319299034263
"22200",2,"C2","chr8",18391245,18401218,1,"NAT2",120,2.38406955218387,0.000159380903376351,0.0554879711512177
"21509",2,"C2","chr7",93484019,93483936,2,"MIR489",565,2.51249864794156,0.000159611321099344,0.110054283914192
"18375",2,"C2","chr4",164754064,164803795,1,"SMIM31",841,2.30477358428585,0.000159915095245014,0.0957369429609072
"13973",2,"C2","chr2",170178145,170655171,1,"MYO3B",1024,1.06946952119034,0.000161757795937657,0.285074073123533
"21470",2,"C2","chr7",87627548,87832296,1,"RUNDC3B",526,1.06418379478971,0.000163224652580023,0.208825332267633
"18611",2,"C2","chr5",27472292,27496401,1,"PURPL",118,1.30413528222781,0.000164829794416405,0.102403575926187
"1864",2,"C2","chr1",177164973,176857302,2,"ASTN1",1864,1.87889800145523,0.000167470122056435,0.115124493625339
"14189",2,"C2","chr2",205681990,205798133,1,"NRP2",1240,2.05802082278731,0.000167835707997206,0.15576111704795
"13723",2,"C2","chr2",112912971,112918882,1,"IL37",774,1.13429870820758,0.00016867899952736,0.233331298987843
"10949",2,"C2","chr18",5748819,5876328,1,"MIR3976HG",37,2.20892572828313,0.000170335260551728,0.0677369462444953
"23097",2,"C2","chr9",26066675,26118408,1,"LOC100506422",120,1.63985912719677,0.000170335260551728,0.0875822610780327
"6675",2,"C2","chr13",95301446,95019829,2,"ABCC4",416,1.2063578115385,0.000172381321176837,0.308656432872996
"20649",2,"C2","chr6",125674353,125720218,1,"LINC02523",994,2.18546058615323,0.000172804109843753,0.065010008486407
"20750",2,"C2","chr6",139474596,139468995,2,"LINC01625",1095,0.891330649464683,0.00017286931053142,0.163224922082838
"20752",2,"C2","chr6",140067435,140093721,1,"LOC100507477",1097,1.8151435730969,0.00017722226265778,0.0924979883340622
"21734",2,"C2","chr7",116614820,116563594,2,"LINC01510",790,1.74748292335387,0.00017749493443739,0.127728875932254
"17281",2,"C2","chr3",168903366,168921996,1,"LINC02082",1149,1.69731737995274,0.000177601388635866,0.0939256572266799
"1092",2,"C2","chr1",95510116,95782342,1,"LINC02607",1092,1.28080636366357,0.000177831764183497,0.130038115001829
"9149",2,"C2","chr16",62037035,61647242,2,"CDH8",664,1.1619911708886,0.000178651975310697,0.16164649384442
"18225",2,"C2","chr4",122923074,123319450,1,"SPATA5",691,0.784924896084399,0.000180163118652342,0.227941802257229
"11077",2,"C2","chr18",32470484,32124877,2,"GAREM1",165,1.33349485070166,0.000181015218859701,0.239349317936846
"16293",2,"C2","chr3",24687919,25597932,1,"RARB",161,1.43241144309285,0.000181537569125903,0.486357093901046
"21741",2,"C2","chr7",117145592,117072072,2,"ST7-AS2",797,1.41639397213322,0.000181624035738223,0.101963823303998
"1106",2,"C2","chr1",99263953,99309590,1,"PLPPR4",1106,1.98351690805818,0.000182232908914071,0.0848754492534183
"5762",2,"C2","chr12",71439770,71586310,1,"LGR5",777,2.04400379447684,0.000182232908914071,0.108206852495474
"17340",2,"C2","chr3",180037053,179794958,2,"PEX5L",1208,1.26963278551838,0.000182232908914071,0.115435802738547
"1952",2,"C2","chr1",192575727,192580031,1,"RGS1",1952,0.618940648656976,0.000182270064952883,0.477871334722295
"2800",2,"C2","chr10",59736002,59650761,2,"SLC16A9",348,1.78007915266265,0.000182602426528719,0.0827811135104263
"22414",2,"C2","chr8",49909789,50794118,1,"SNTG1",334,1.55916223838216,0.000184192209236733,0.612871320019876
"18321.1",2,"C2","chr4",151409216,151663632,1,"FAM160A1",787,1.70469036392844,0.000185066871340546,0.150476028292221
"16767",2,"C2","chr3",86991119,86937969,2,"VGLL3",635,1.56564409315022,0.000186026319262228,0.092817265208364
"3864",2,"C2","chr11",35943981,36232136,1,"LDLRAD3",442,1.40193919425582,0.000188557636249247,0.110945754765478
"17989",2,"C2","chr4",78057570,78544269,1,"FRAS1",455,2.09634703275374,0.000188557636249247,0.363223180701757
"5730",2,"C2","chr12",67729475,67709047,2,"LINC02421",745,1.70839276452783,0.000189451952978125,0.101393566103077
"15363.1",2,"C2","chr21",31559977,31118416,2,"TIAM1",119,0.928254630391169,0.000191030463401113,0.209710874434982
"16215.1",2,"C2","chr3",12287368,12434356,1,"PPARG",83,1.69203660795938,0.000191098733818819,0.0969015944409122
"17739",2,"C2","chr4",31997397,32155406,1,"LINC02506",205,1.15389380368917,0.000191920747541279,0.116188699123807
"24446",2,"C2","chrX",85003826,85093316,1,"APOOL",483,1.35906556697747,0.000195340315164553,0.0921104628648531
"9147",2,"C2","chr16",59855353,60053973,1,"LINC02141",662,1.62682222092872,0.00020286569042706,0.129429711915954
"17126",2,"C2","chr3",139678017,139560180,2,"NMNAT3",994,1.27255358464844,0.000202954840184888,0.10722082813946
"15440",2,"C2","chr21",38661780,38380027,2,"ERG",196,2.2899495618259,0.000204875127773613,0.158795158530779
"21156",2,"C2","chr7",29195451,28995231,2,"CPVL",212,0.87676734708006,0.000209827626136129,0.1944497486439
"22547",2,"C2","chr8",75407942,75566843,1,"HNF4G",467,1.35357857675889,0.000209827626136129,0.13664244678475
"21451",2,"C2","chr7",80922359,80742538,2,"SEMA3C",507,1.48406204479835,0.000210953586268428,0.149425660042335
"17911",2,"C2","chr4",70050402,70058845,1,"HTN1",377,2.0620366318561,0.0002133870914762,0.0817469703931033
"18220",2,"C2","chr4",122621069,122612628,2,"IL21",686,1.51820100848031,0.000214003325431891,0.140817286957622
"2791",2,"C2","chr10",57304559,57304479,2,"MIR3924",339,1.34227586916683,0.000216366006387153,0.211598248787526
"15282",2,"C2","chr21",17901263,18267373,1,"CHODL",38,1.07360999125792,0.000219089777169288,0.159122422066208
"5714",2,"C2","chr12",65642372,65466820,2,"LOC100507065",729,2.10061678124275,0.000220858067421236,0.0982650131190308
"13898",2,"C2","chr2",158166650,158236169,1,"CCDC148-AS1",949,2.54349762528041,0.000220858067421236,0.0622469991961819
"20511",2,"C2","chr6",96562548,96616636,1,"FHL5",856,2.13753120140601,0.000222215304222096,0.0930039799869541
"18397",2,"C2","chr4",169975902,169917761,2,"LINC02275",863,2.16592267320964,0.000224485125645979,0.0682590259853501
"13860",2,"C2","chr2",144667967,145182541,1,"TEX41",911,0.752823016297061,0.000225656475418396,0.217670578259447
"21458",2,"C2","chr7",84195445,83955777,2,"SEMA3A",514,1.57807363273597,0.000225656475418396,0.266443879804179
"4575",2,"C2","chr11",89589611,89324356,2,"NOX4",1153,1.26236491456168,0.000225864559934361,0.136265060553139
"15305",2,"C2","chr21",26573284,26466209,2,"CYYR1",61,1.46625481682592,0.000226169845213997,0.0919859094215197
"6472",2,"C2","chr13",45851736,45777243,2,"SIAH3",213,1.77558301243983,0.000229161609408249,0.0952469923295004
"5254",2,"C2","chr12",21131202,21239246,1,"SLCO1B1",269,1.80355997098412,0.000230449095442865,0.0748392607698015
"10954",2,"C2","chr18",6511416,6590653,1,"LINC01387",42,2.10344166948016,0.000230449095442865,0.0774939357008208
"2361",2,"C2","chr1",240014348,240475189,1,"FMN2",2361,1.64482614715206,0.000230694166346837,0.254624361630951
"4567",2,"C2","chr11",87037844,87323758,1,"TMEM135",1145,0.63146370097784,0.000230694166346837,0.204507896681011
"5240",2,"C2","chr12",16277685,16188485,2,"SLC15A5",255,2.11530661489371,0.000230694166346837,0.0964175977493629
"23113",2,"C2","chr9",31381490,31371611,2,"LINC01243",136,1.17356301177628,0.000230694166346837,0.122688647040322
"17892",2,"C2","chr4",68245720,68226653,2,"TMPRSS11B",358,1.64056362080583,0.000234076871110668,0.0637489699219204
"18299",2,"C2","chr4",146121913,146109455,2,"LINC01095",765,1.82583634778513,0.000234224777182123,0.0650080060563123
"11168",2,"C2","chr18",52340172,53535903,1,"DCC",256,1.5125471971034,0.000235095541108796,0.583871110169205
"21753",2,"C2","chr7",120988677,121297444,1,"CPED1",809,0.935162249449244,0.000235095541108796,0.172891672244954
"14198",2,"C2","chr2",206443539,206621130,1,"ADAM23",1249,1.97712590717656,0.000235268021183813,0.132357402733359
"18221",2,"C2","chr4",122618983,122689156,1,"IL21-AS1",687,1.19271913992143,0.000235268021183813,0.16362855373149
"13379",2,"C2","chr2",66433452,66573869,1,"MEIS1",430,2.07705602672983,0.00023735232756832,0.116333386676239
"7974",2,"C2","chr15",47184101,47774223,1,"SEMA6D",306,1.29682511593979,0.000238900752578086,0.164331473479149
"11982",2,"C2","chr19",28727777,28435388,2,"LOC100420587",686,2.17984873651751,0.000239594443367013,0.244359398323776
"1078",2,"C2","chr1",94275068,94149847,2,"ARHGAP29",1078,1.80498114825491,0.000239750378794896,0.0983975217812232
"21779",2,"C2","chr7",124929873,125179315,1,"POT1-AS1",835,0.757082584604621,0.000239750378794896,0.186469787775475
"24123",2,"C2","chrX",35919734,36385319,1,"CFAP47",160,1.21839787970154,0.00024249888355945,0.133684669210612
"2360",2,"C2","chr1",239899872,239898016,2,"CHRM3-AS1",2360,1.47697718036146,0.000245399798408457,0.211684728327472
"21780",2,"C2","chr7",125172218,125379321,1,"LOC101928283",836,1.27918769420395,0.000245528933559964,0.116224913292553
"3804",2,"C2","chr11",27220113,27047186,2,"BBOX1-AS1",382,2.43216316742613,0.000245861154812077,0.133658683728492
"16803",2,"C2","chr3",98901689,98795941,2,"DCBLD2",671,1.23954389872473,0.000245861154812077,0.140166617939238
"20625",2,"C2","chr6",117907526,118317676,1,"SLC35F1",970,1.23187166707564,0.000245861154812077,0.192102463349464
"20703",2,"C2","chr6",133892802,133502252,2,"TARID",1048,1.97463449809886,0.000245861154812077,0.232692955051532
"13945",2,"C2","chr2",165957570,166301784,1,"SCN1A-AS1",996,0.656245239122123,0.000247148561054672,0.233345313737307
"20656",2,"C2","chr6",126484631,126484713,1,"MIR588",1001,1.87664110124377,0.000247148561054672,0.188142591156437
"6409",2,"C2","chr13",38687129,38887131,1,"FREM2",150,2.20891862072086,0.00024732431044093,0.180232950672512
"20529",2,"C2","chr6",99994247,99919910,2,"MCHR2",874,2.05218852885039,0.00024732431044093,0.0753152400322186
"13330",2,"C2","chr2",57907651,58159920,1,"VRK2",381,0.727248634008576,0.0002490713447535,0.237024039791189
"24345",2,"C2","chrX",68433913,68042344,2,"OPHN1",382,1.99648452114127,0.0002490713447535,0.162152707508683
"21710",2,"C2","chr7",111562517,110663051,2,"IMMP2L",766,1.33782277655051,0.000251900170535925,0.605142434609001
"21510",2,"C2","chr7",93591573,93911265,1,"GNGT1",566,2.13948781365624,0.000253716061713867,0.224273168600347
"19460",2,"C2","chr5",160342716,160251652,2,"CCNJL",967,1.79412757483761,0.000255026895715084,0.111250968201404
"18656",2,"C2","chr5",37379212,37753435,1,"WDR70",163,0.816664563355546,0.000255474134168149,0.15338950128485
"1869",2,"C2","chr1",178038007,177927566,2,"SEC16B",1869,2.66610605918145,0.000257239635499475,0.0974618490970225
"23298",2,"C2","chr9",72521801,72836351,1,"TMC1",321,1.22382333929602,0.000257239635499475,0.188034091904696
"24643",2,"C2","chrX",123184153,123490915,1,"GRIA3",680,2.27556893564894,0.000257239635499475,0.0646023502795335
"1096",2,"C2","chr1",97921049,97077743,2,"DPYD",1096,0.697904131682081,0.000257418316811547,0.342917650911251
"22623.1",2,"C2","chr8",93700433,93213310,2,"LINC00535",543,1.77863979913409,0.000258883148534951,0.217425496094143
"1288",2,"C2","chr1",118185223,117953861,2,"SPAG17",1288,2.29130903531586,0.00025933828824274,0.108230934640459
"2798",2,"C2","chr10",59176590,59247774,1,"PHYHIPL",346,1.90546810972168,0.000260221409405389,0.0809939589158966
"5348",2,"C2","chr12",42590355,42456754,2,"PRICKLE1",363,1.24307196238385,0.000260221409405389,0.120086389454407
"20395",2,"C2","chr6",68634324,68632663,2,"LOC101928307",740,2.43166266996686,0.000261630421539374,0.179574405924366
"17174",2,"C2","chr3",149473974,149503281,1,"TM4SF4",1042,1.53578576034277,0.000261869893239357,0.1034216333048
"20664",2,"C2","chr6",128520674,127968779,2,"PTPRK",1009,0.612890173509299,0.000262172631419041,0.296897446297011
"18684",2,"C2","chr5",41261438,41142234,2,"C6",191,2.28857519744762,0.000262473194578832,0.0846044237603756
"20412",2,"C2","chr6",72967753,72967687,2,"MIR4282",757,1.77050409172165,0.000266013300559288,0.166351381639875
"6664",2,"C2","chr13",92721614,92701389,2,"GPC5-AS1",405,1.29074517960805,0.000268604286750571,0.0800421494506063
"14186",2,"C2","chr2",203867786,203873960,1,"CTLA4",1237,0.811296255422737,0.000269907303418882,0.346600472041561
"18802",2,"C2","chr5",67619791,67805238,1,"LOC101928858",309,1.27996216090966,0.00027246812753759,0.103742931989309
"20373",2,"C2","chr6",55579214,55434369,2,"HMGCLL1",718,1.28252123971296,0.000273972999059261,0.121285129112979
"24687",2,"C2","chrX",133985895,133535745,2,"GPC3",724,1.54267728323631,0.000276906435745588,0.0955482149000941
"18583",2,"C2","chr5",14143702,14532128,1,"TRIO",90,1.38402987714022,0.00028068658709968,0.382893384399976
"14073",2,"C2","chr2",185738628,185833290,1,"FSIP2",1124,1.36001506338199,0.000281140780983824,0.0830823411777092
"17305",2,"C2","chr3",171843349,171938715,1,"TMEM212",1173,2.17936980558462,0.000281494631441844,0.0876364787626814
"19076",2,"C2","chr5",126360132,126494371,1,"GRAMD2B",583,0.812799261208158,0.000281494631441844,0.203110525266219
"20859",2,"C2","chr6",159383531,159396443,1,"LINC02529",1204,1.99339384690474,0.000282051106703585,0.0864819692978049
"18562",2,"C2","chr5",9546075,9035026,2,"SEMA5A",69,1.49416297483952,0.000283421796736898,0.167624392747199
"24682",2,"C2","chrX",132961395,132626016,2,"HS6ST2",719,1.40101471357121,0.000295249501600556,0.183431744622479
"17223",2,"C2","chr3",156446905,156441157,2,"KCNAB1-AS1",1091,0.987608735139357,0.000299169727700544,0.157851451240111
"23997",2,"C2","chrX",10833654,10445310,2,"MID1",34,1.90579043608642,0.000301936118716535,0.0840361005091317
"18167",2,"C2","chr4",110860647,110860582,2,"MIR297",633,1.47608141161591,0.000304264073821726,0.16684937362766
"13389",2,"C2","chr2",67825562,67796054,2,"LINC01812",440,2.31274849644858,0.000305814712946164,0.0738834930454987
"18918",2,"C2","chr5",83077498,83353787,1,"XRCC4",425,0.710290733544294,0.000306318410676122,0.204638432808411
"16876",2,"C2","chr3",112749319,112736447,2,"LINC02042",744,0.861503476836569,0.000307275622214976,0.146919600365475
"3790",2,"C2","chr11",22338097,22379503,1,"SLC17A6",368,2.13013706323936,0.00031246575768863,0.0879055720177437
"16882",2,"C2","chr3",113211003,113287459,1,"BOC",750,1.78005594194365,0.00031246575768863,0.0995902951852125
"20622",2,"C2","chr6",117602542,117318211,2,"GOPC",967,0.518474948449181,0.00031246575768863,0.274985952455918
"2381",2,"C2","chr1",244452134,244408494,2,"ADSS",2381,0.544197686110523,0.000312489853394618,0.298789156635386
"23324",2,"C2","chr9",79145674,79135422,2,"LOC101927450",347,1.75247390907028,0.000314107623212063,0.0743112400899044
"22851",2,"C2","chr8",138914006,138588235,2,"COL22A1",771,1.36928875250468,0.000314439403119941,0.132261047198604
"11081",2,"C2","chr18",33578615,33751192,1,"ASXL3",169,1.40672600240652,0.00031547233055364,0.135291142834171
"18035.1",2,"C2","chr4",86542552,86542482,2,"MIR4452",501,1.72656620618919,0.00031547233055364,0.161935739003135
"17994",2,"C2","chr4",78971748,79308798,1,"LINC01088",460,1.47519566591463,0.000315538461407022,0.13587541529674
"20830",2,"C2","chr6",154832697,155257723,1,"TIAM2",1175,0.684319300418489,0.000315538461407022,0.235463661877268
"19778",2,"C2","chr6",18387350,18468874,1,"RNF144B",123,1.58813331334643,0.000316149291426525,0.089100347458723
"9072",2,"C2","chr16",54370699,54366007,2,"LINC02140",587,2.59497086282003,0.000320006273530285,0.0836144175087783
"17317",2,"C2","chr3",175271096,175234861,2,"NAALADL2-AS2",1185,1.17775062556935,0.000321536151852397,0.0999296729600462
"23600",2,"C2","chr9",117181200,117181066,2,"SNORA70C",623,2.73585903739876,0.000325568270091833,0.137923586195629
"21222",2,"C2","chr7",38977998,39468601,1,"POU6F2",278,1.77423563010539,0.000325917038254364,0.214016041302809
"18487",2,"C2","chr4",188400736,188681051,1,"LINC01060",953,1.2313611831074,0.000326440668060068,0.105218869881831
"6615",2,"C2","chr13",77919689,78617328,1,"RNF219-AS1",356,1.14236233260501,0.000327907068564991,0.336465857972956
"17800",2,"C2","chr4",46124081,46035769,2,"GABRG1",266,1.10757250837735,0.000328323358229311,0.0956164704400879
"7377",2,"C2","chr14",88326907,88180103,2,"KCNK10",559,1.50959047283447,0.0003293330774122,0.118905508226476
"17445",2,"C2","chr3",189631416,189897279,1,"TP63",1313,2.25129013571568,0.000336571533522384,0.277670666322301
"18580",2,"C2","chr5",11904043,10971840,2,"CTNND2",87,1.50443988817081,0.00033729250027341,0.436897491560815
"13861",2,"C2","chr2",147844517,147930826,1,"ACVR2A",912,1.18633950409416,0.000337377391613583,0.123967702963229
"6650",2,"C2","chr13",90493287,90535080,1,"LINC01049",391,1.48184380576314,0.000341536975372687,0.114708788213315
"23058",2,"C2","chr9",19786928,19507452,2,"SLC24A2",81,1.57579154627145,0.000342192302380832,0.155694718449645
"349",2,"C2","chr1",22563564,22603594,1,"EPHA8",349,2.20358072856082,0.00034680243741101,0.0788514313737747
"16804",2,"C2","chr3",99638475,99799226,1,"COL8A1",672,1.54208478192477,0.000348139278990051,0.0948433755055559
"22817",2,"C2","chr8",129241250,129216467,2,"LINC00977",737,1.8029025053608,0.000349201026969269,0.0600060638666763
"18130",2,"C2","chr4",105552620,105680913,1,"ARHGEF38",596,2.00344866261636,0.000351287558685503,0.100361445194245
"6309",2,"C2","chr13",24680411,24712493,1,"ATP12A",50,0.708888498422865,0.00035190142982614,0.187030049723784
"11046",2,"C2","chr18",24628182,24662198,1,"LINC01915",134,2.04904727203315,0.000355224347655336,0.0758995966892679
"19010",2,"C2","chr5",112419316,112142441,2,"EPB41L4A",517,0.651158672558028,0.000355224347655336,0.201939842262042
"24748",2,"C2","chrX",139222777,138614731,2,"FGF13",785,1.88334078784857,0.000355224347655336,0.133632563128664
"13848",2,"C2","chr2",136765545,137677717,1,"THSD7B",899,1.21191199767061,0.000355786866757509,0.294547941875254
"17171",2,"C2","chr3",149334414,149318498,2,"TM4SF18",1039,1.35641585914272,0.000356264385515524,0.0749658264774199
"6567",2,"C2","chr13",62212577,62249947,1,"LINC01075",308,1.38670286910109,0.000357717376351924,0.10551997815949
"21047",2,"C2","chr7",11832198,11370357,2,"THSD7A",103,1.1446483530148,0.000358303366854831,0.269476213690049
"18924",2,"C2","chr5",86967321,87137712,1,"LOC101929380",431,0.915405780316859,0.000360028262563902,0.149562242675832
"22371",2,"C2","chr8",40153455,40155308,1,"TCIM",291,2.94307341432886,0.000360028262563902,0.114893516317872
"24344",2,"C2","chrX",67544032,67730619,1,"AR",381,2.43784734672532,0.000360028262563902,0.0577931693778865
"3370",2,"C2","chr10",126905409,127452517,1,"DOCK1",918,1.27804329050642,0.000361235229686382,0.205337208264597
"6382",2,"C2","chr13",33818049,33966558,1,"RFC3",123,0.887749134366724,0.000362487781041164,0.1564357322902
"17872",2,"C2","chr4",58984282,59046959,1,"LINC02429",338,1.58333249803301,0.000364053741877006,0.0662931469369719
"21872",2,"C2","chr7",136868669,137020255,1,"CHRM2",928,1.68199923837316,0.000364053741877006,0.0808312563992937
"22543",2,"C2","chr8",74599775,74823313,1,"MIR2052HG",463,1.47800133885595,0.000367074999916554,0.0930461509597116
