"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"51832","chr17",2068,30104453,30104953,-1.48973457726469,0.0446122687584676,-0.0830102631791923
"59871","chr19",450,1546119,1546619,-1.46200599866727,0.0446459264930437,-0.0606173116338123
"71093","chr2",4237,98569127,98569627,-1.65850456222489,0.0446459264930437,-0.057655932401114
"124339","chr9",2216,93109090,93109590,-1.61446313503954,0.0446459264930437,-0.0705862862467045
"107039","chr6",4047,73451262,73451762,-1.05909555226376,0.0447238565878211,-0.0916110003212837
"33548","chr13",989,41811554,41812054,2.1921330348693,0.0447738660657015,0.147399156018019
"106265","chr6",3273,42045587,42046087,-1.1905256018252,0.0447738660657015,-0.0518939429723249
"80837","chr21",359,32569066,32569566,-1.3747475624708,0.0447876069748193,-0.0738002043631096
"65369","chr19",5948,47158046,47158546,-1.35687308480151,0.0448152400544096,-0.0515608617020273
"104395","chr6",1403,26420522,26421022,-1.60083023076883,0.0448152400544096,-0.0549418926038155
"61028","chr19",1607,7870471,7870971,-1.06742759219036,0.0449422212369088,-0.0706674900152563
"103223","chr6",231,3251400,3251900,-1.46205524852454,0.0449575406258386,-0.0710316270201434
"70306","chr2",3450,74465773,74466273,-1.11536812684361,0.044957667327933,-0.0389100246766012
"80232","chr20",3376,62929138,62929638,-1.08602941581624,0.0450167359115333,-0.102265413822377
"82890","chr22",991,30286742,30287242,-1.60122469097145,0.0450649920380354,-0.0814579969869315
"83274","chr22",1375,36371174,36371674,-1.09400697906513,0.045115149042712,-0.0760460327554162
"38668","chr14",3263,90828655,90829155,-1.49353003247313,0.0451169685264212,-0.0568085005987244
"60994","chr19",1573,7652034,7652534,-1.61863233724297,0.0451655871682663,-0.14767534379855
"47334","chr16",2902,53503937,53504437,-1.67041061238352,0.0451704498576111,-0.0540960307867162
"70939","chr2",4083,96739342,96739842,-1.43696377548489,0.0451704498576111,-0.0338925467619841
"86579","chr3",1557,39177812,39178312,-1.24178791652667,0.0451704498576111,-0.0819429768577294
"11536","chr1",11536,212698954,212699454,-1.37651111911746,0.0453290399766815,-0.0600386570519999
"2958","chr1",2958,30908506,30909006,-1.33132718825274,0.0454816009025813,-0.066330150928426
"44653","chr16",221,1102768,1103268,-1.59504537367136,0.0454999348102154,-0.0688252048790262
"61878","chr19",2457,13194436,13194936,-1.20389149311848,0.0455341419552181,-0.0535082248778811
"109900","chr6",6908,150004313,150004813,-1.1220037117916,0.0455341419552181,-0.0491781963032487
"8166","chr1",8166,154962312,154962812,-1.56709950238589,0.0455642762916046,-0.0415675621812212
"58615","chr18",1487,54718321,54718821,2.57672059827042,0.0455642762916046,0.0857793935580591
"84074","chr22",2175,41092811,41093311,-1.06551454749686,0.0455708390794906,-0.0348901534658055
"9248","chr1",9248,167454801,167455301,-1.50828204134865,0.0456381913673555,-0.0572277851971004
"51163","chr17",1399,17042738,17043238,-2.03890236402058,0.0456844354434007,-0.0708462462181165
"26490","chr12",604,7109067,7109567,-1.19407587254361,0.0457489328613177,-0.0769998301008872
"129908","chrX",2620,129606899,129607399,-2.41299636040636,0.0457489328613177,-0.0746276713357281
"81641","chr21",1163,44874883,44875383,-1.33964536602192,0.0457874104306189,-0.0660147104136886
"62726","chr19",3305,18119697,18120197,-1.25521152540258,0.0458507731443615,-0.0593077040225565
"91788","chr3",6766,187150531,187151031,-1.41042729944164,0.0459528176098124,-0.0538859067404165
"28231","chr12",2345,49063855,49064355,-1.30313367389831,0.0460100005952229,-0.0526648441063615
"43528","chr15",3189,83000332,83000832,-1.41466567573375,0.0460100005952229,-0.0616953173367195
"60612","chr19",1191,4732552,4733052,-1.04137243972493,0.0460101915846026,-0.0607917830574395
"100335","chr5",3500,132457369,132457869,1.08094935692917,0.0460114672215563,0.312390066213492
"6756","chr1",6756,111620972,111621472,-1.24029719321163,0.0461566963239729,-0.0423438767791491
"93030","chr4",741,7969962,7970462,-1.12486723779963,0.0461835696515976,-0.0753892031823183
"3699","chr1",3699,39901731,39902231,-1.34277472988428,0.0462358273787764,-0.0720420733433013
"7094","chr1",7094,116764001,116764501,-1.24127726825161,0.0462358273787764,-0.0583354475169415
"109271","chr6",6279,137867530,137868030,-1.26675963283125,0.0463019070422403,-0.104185897166565
"55311","chr17",5547,68349085,68349585,1.8704473348257,0.0463161135384374,0.0921292326946092
"53188","chr17",3424,42531885,42532385,-1.45461331388945,0.0463696877643555,-0.0542321835592865
"62411","chr19",2990,16383182,16383682,-1.00374005237216,0.0464017834082084,-0.0911581428335439
"50428","chr17",664,6640083,6640583,-1.40329440393828,0.0464774827729907,-0.066700617766743
"4491","chr1",4491,52032706,52033206,-1.15505255315457,0.0465031097361531,-0.0350923597983517
"1157","chr1",1157,11785116,11785616,-3.95385852218144,0.0465038251068769,-0.043256402940238
"9972","chr1",9972,182841369,182841869,-3.88054606196078,0.0465038251068769,-0.0417927920214117
"28198","chr12",2312,48979275,48979775,-1.43349112315243,0.0465038251068769,-0.102650171967876
"34472","chr13",1913,80873553,80874053,4.43246946656471,0.0465038251068769,0.0717902608916142
"107358","chr6",4366,88012908,88013408,4.38501641924089,0.0465038251068769,0.0790435517862385
"116464","chr7",5568,143407490,143407990,-1.2372989437268,0.0465038251068769,-0.0810638485947418
"54459","chr17",4695,58218343,58218843,-1.8199554527945,0.0465881254029512,-0.0468335250303966
"91885","chr3",6863,188916980,188917480,2.34595166037077,0.0465881254029512,0.116325867660468
"8639","chr1",8639,158203731,158204231,-3.83317912894482,0.0466066562911248,-0.0395499146885438
"55114","chr17",5350,66673655,66674155,-3.78927399205269,0.0466066562911248,-0.038271018832532
"79491","chr20",2635,51220152,51220652,-3.69083215176965,0.0466066562911248,-0.0404621148686197
"56399","chr17",6635,79804580,79805080,-3.17783421498111,0.0466937425878914,-0.0289453977427209
"88103","chr3",3081,59247246,59247746,3.6544591958605,0.0466937425878914,0.0471126451884004
"95202","chr4",2913,105236886,105237386,4.58978445850986,0.0466937425878914,0.10475343557325
"108303","chr6",5311,111997035,111997535,-1.25040006648494,0.0466937425878914,-0.0849026132464769
"114724","chr7",3828,102272152,102272652,-3.37948752963415,0.0466937425878914,-0.0393003634351129
"22300","chr11",3221,65262177,65262677,-1.12469096299603,0.0467838570502737,-0.0552432931017013
"130641","chrX",3353,154748634,154749134,-1.31492039484418,0.0467838570502737,-0.0864459922585964
"31990","chr12",6104,122421973,122422473,-1.0914254330816,0.0467891167376505,-0.0934268508254529
"102844","chr5",6009,179615911,179616411,-3.55043562763493,0.0467891167376505,-0.0396608607811676
"126169","chr9",4046,129624848,129625348,-3.60183993326326,0.0467891167376505,-0.048616327704795
"3387","chr1",3387,35708156,35708656,-1.87220918022189,0.0468213204698749,-0.0506569748990029
"14385","chr10",1315,23094650,23095150,-3.67392947675392,0.0468619189775577,-0.0467568116544207
"38165","chr14",2760,75063168,75063668,-1.99316564293264,0.0468619189775577,-0.0403968839970035
"40311","chr14",4906,106662834,106663334,-3.19121276021056,0.0468619189775577,-0.0342473609950524
"45925","chr16",1493,19113733,19114233,-3.31240207179852,0.0468619189775577,-0.0393593646305122
"66638","chr19",7217,55604532,55605032,-1.29882847163364,0.0468619189775577,-0.0560281493964887
"76643","chr2",9787,240436020,240436520,-3.5090300804636,0.0468619189775577,-0.0381936115564252
"79495","chr20",2639,51372215,51372715,-1.88570664050901,0.0468619189775577,-0.0759579044729309
"89289","chr3",4267,114315819,114316319,3.36353231030338,0.0468619189775577,0.049547365545867
"12196","chr1",12196,228109822,228110322,-1.21866002173917,0.0469538052177549,-0.0387745342412167
"12170","chr1",12170,228059127,228059627,-1.31515871048451,0.0469590275673504,-0.0743105124365114
"28010","chr12",2124,47215445,47215945,-1.31748231916899,0.0469590275673504,-0.0647227010101574
"45065","chr16",633,3151770,3152270,-2.99665223089157,0.0470565926015278,-0.0305976466801039
"53576","chr17",3812,45431967,45432467,-3.15254780202616,0.0470565926015278,-0.0368456147261416
"65883","chr19",6462,49592677,49593177,-1.89402895564089,0.0470565926015278,-0.0606436404977801
"69147","chr2",2291,47904104,47904604,-1.7461422760838,0.0470565926015278,-0.0511454217474381
"84267","chr22",2368,42343376,42343876,-3.02138296938991,0.0470565926015278,-0.031978814583946
"90917","chr3",5895,156817317,156817817,-1.85193187721742,0.0470565926015278,-0.0506843598098329
"102728","chr5",5893,177500879,177501379,-1.28215233190169,0.0470565926015278,-0.0792046269844904
"70216","chr2",3360,73829236,73829736,-1.69427557087297,0.0470604838095343,-0.0530189979697205
"116223","chr7",5327,140398293,140398793,-1.10532297272091,0.0470604838095343,-0.110369874929956
"1849","chr1",1849,21344148,21344648,-2.68022510137271,0.0470852782107638,-0.0237084841257496
"10938","chr1",10938,204417537,204418037,-2.80200755868063,0.0470852782107638,-0.0362339256248321
"35523","chr14",118,21241385,21241885,-3.08913408021734,0.0470852782107638,-0.0404384424145073
"40970","chr15",631,40940705,40941205,-2.89108686865632,0.0470852782107638,-0.0339381826972958
"52455","chr17",2691,37642665,37643165,-2.88799317569303,0.0470852782107638,-0.0301855108493857
"91531","chr3",6509,183815643,183816143,3.2849765663156,0.0470852782107638,0.0542787853057087
"105206","chr6",2214,31861142,31861642,-2.72943260424533,0.0470852782107638,-0.0280322862770322
"3848","chr1",3848,41382018,41382518,-1.22401394782707,0.0471561225510633,-0.0725597252015521
"22208","chr11",3129,64862663,64863163,-2.77746278369152,0.0472013537049505,-0.0279345977797218
"78780","chr20",1924,43691900,43692400,-3.02871661097276,0.0472013537049505,-0.0420479829568695
"66751","chr19",7330,57527596,57528096,-1.31289103482093,0.0472203981651936,-0.0364602776310022
"11476","chr1",11476,212158828,212159328,-3.08743545175557,0.0472950354083639,-0.0446221536888531
"20072","chr11",993,10934260,10934760,-2.88620588135458,0.0472950354083639,-0.0473030487760316
"21612","chr11",2533,61070635,61071135,-2.73948212306376,0.0472950354083639,-0.0359372351943425
"43165","chr15",2826,76904614,76905114,-2.03479873266831,0.0472950354083639,-0.0450123086022723
"44783","chr16",351,1962219,1962719,-2.48794540627569,0.0472950354083639,-0.0174488852463601
"45715","chr16",1283,12539112,12539612,2.99577589061359,0.0472950354083639,0.0427156952621241
"77986","chr20",1130,32483839,32484339,-1.47959522318724,0.0472950354083639,-0.0343344957222785
"124834","chr9",2711,104927431,104927931,-2.59234245620148,0.0472950354083639,-0.0260993082596558
"12550","chr1",12550,234611567,234612067,-1.07220771013086,0.047321599247882,-0.0327036735250803
"81470","chr21",992,42976154,42976654,-2.21762882923099,0.0474230133374801,-0.0216578197249999
"120592","chr8",3334,117443259,117443759,2.87373130168335,0.0474230133374801,0.0510376655095278
"121966","chr8",4708,144105228,144105728,-2.61447452652639,0.0474230133374801,-0.0282367359643916
"103900","chr6",908,16700131,16700631,-1.55236704783962,0.0474494786023339,-0.0461964833449563
"10908","chr1",10908,204127576,204128076,-2.63999351808959,0.0474517137566565,-0.0421900719287902
"18206","chr10",5136,116787248,116787748,-2.57688753149564,0.0474517137566565,-0.0349812120380721
"45707","chr16",1275,12095123,12095623,-2.54537147382059,0.0474517137566565,-0.0376034323548103
"46923","chr16",2491,31177137,31177637,-1.45705133993458,0.0474517137566565,-0.122713612687022
"49874","chr17",110,1398398,1398898,-2.10756948100373,0.0474517137566565,-0.0231829232878598
"94979","chr4",2690,99087818,99088318,-1.6850113009073,0.0474517137566565,-0.0672257182079515
"97319","chr5",484,32172514,32173014,-1.69313996744221,0.0474517137566565,-0.0734148464575311
"100010","chr5",3175,126779345,126779845,-2.4429317206495,0.0474517137566565,-0.0272058368337573
"103852","chr6",860,16486614,16487114,-1.05634121383548,0.0474517137566565,-0.0619226961461203
"108264","chr6",5272,111840147,111840647,-2.1226444918355,0.0474517137566565,-0.0292519699017894
"113341","chr7",2445,50364484,50364984,-2.30034231243868,0.0474517137566565,-0.0358824271183081
"6829","chr1",6829,112707542,112708042,-2.17654929842618,0.0475557362265645,-0.0217323780672916
"13518","chr10",448,6926924,6927424,-1.41281501673065,0.0475557362265645,-0.0185083972070983
"13985","chr10",915,14586834,14587334,-2.37139231425708,0.0475557362265645,-0.0441553106113436
"58489","chr18",1361,49788480,49788980,-1.93570845979228,0.0475557362265645,-0.030764975139088
"79812","chr20",2956,57389946,57390446,-1.29467579930419,0.0475557362265645,-0.115428844477423
"96335","chr4",4046,158870706,158871206,3.26940239201618,0.0475557362265645,0.119237618067717
"66396","chr19",6975,54449609,54450109,-1.33761749405218,0.0475887724263112,-0.0639099620256481
"22919","chr11",3840,67504183,67504683,-1.1892391144408,0.047642504748702,-0.059473267904217
"53053","chr17",3289,41836024,41836524,-1.85537454477392,0.0476607420999491,-0.0593480502525349
"72245","chr2",5389,131682234,131682734,-1.30273540347443,0.0476607420999491,-0.098729391070197
"8097","chr1",8097,154405027,154405527,-1.15424615357653,0.0476648301755398,-0.0703345159839729
"11924","chr1",11924,225911266,225911766,-1.20386815005528,0.0476717283263504,-0.0796860466586629
"51364","chr17",1600,18315439,18315939,-1.06405058419222,0.0476859619674486,-0.0542245296107404
"148","chr1",148,1325109,1325609,-1.40173259978989,0.0476967179499654,-0.036237257114544
"59742","chr19",321,1194380,1194880,-1.16921492282558,0.0476967179499654,-0.12649975495159
"81682","chr21",1204,44949672,44950172,-1.25490155720624,0.0476967179499654,-0.0503277391162642
"342","chr1",342,2256340,2256840,-1.35389550942512,0.047841790659088,-0.100663314968476
"62355","chr19",2934,16185668,16186168,-1.21263168118726,0.047841790659088,-0.054457872937482
"64762","chr19",5341,42387221,42387721,-1.2189816992055,0.047841790659088,-0.0630284125944248
"125408","chr9",3285,121368693,121369193,-1.05262874322264,0.047841790659088,-0.074342412343041
"39636","chr14",4231,100645627,100646127,-1.23203392350047,0.047852483455086,-0.0400167117871064
"72062","chr2",5206,127107103,127107603,-1.1047760721961,0.047852483455086,-0.119876952391087
"89858","chr3",4836,129278031,129278531,-1.7967083166857,0.047852483455086,-0.0441843951777658
"111135","chr7",239,1986393,1986893,1.7713685178305,0.047930912514908,0.152801427477389
"16844","chr10",3774,89327630,89328130,-1.5774470505339,0.0479434504122274,-0.0501830368688569
"15821","chr10",2751,69629971,69630471,-1.79917094517942,0.0480345852319737,-0.0602813496785339
"120874","chr8",3616,124644044,124644544,-1.21388856102705,0.0480345852319737,-0.0645159285085706
"115895","chr7",4999,132453814,132454314,2.4599627989956,0.0480995310065275,0.0978790725757916
"17217","chr10",4147,97428401,97428901,-1.5388298119847,0.0481447455393546,-0.0616789950371314
"21967","chr11",2888,63767342,63767842,-1.40407058580523,0.0481447455393546,-0.048570696709278
"107056","chr6",4064,73515059,73515559,-1.34472036489872,0.0482181496897784,-0.0440434469940796
"55062","chr17",5298,65178952,65179452,-1.52302767567309,0.0482367288103335,-0.0363825599567168
"66896","chr2",40,429775,430275,1.83012417229461,0.0483304355872924,0.136343269816021
"24791","chr11",5712,118002723,118003223,-1.06609575016712,0.0484082001794792,-0.0705716378840688
"90669","chr3",5647,152194177,152194677,-1.40507296205347,0.0484671192315204,-0.0514947931450486
"95436","chr4",3147,113760920,113761420,-1.04561726754426,0.0484906094989027,-0.0890354903349298
"55343","chr17",5579,68487709,68488209,-2.45147150565128,0.0485372523208148,-0.0681229540184929
"79258","chr20",2402,49276404,49276904,-1.23512173640251,0.0486080791370752,-0.0476193497182207
"18702","chr10",5632,124740626,124741126,-1.52406171382311,0.0487491003122163,-0.0602020120597659
"111226","chr7",330,2520188,2520688,-1.40285692944571,0.0487491003122163,-0.0333355351964674
"125697","chr9",3574,126781707,126782207,-1.48888331220085,0.0487491003122163,-0.0787202369081976
"48659","chr16",4227,80997415,80997915,-1.58216905417015,0.0487791803930603,-0.0429330584552819
"78882","chr20",2026,44646262,44646762,-1.81257187280922,0.0487791803930603,-0.0525521150999065
"93420","chr4",1131,26321553,26322053,-1.53495219364684,0.0487791803930603,-0.0457749896042209
"130626","chrX",3338,154719230,154719730,-2.33852805017634,0.0488146115762916,-0.0748628231215503
"111449","chr7",553,5486793,5487293,-1.4672491270873,0.0488361735276256,-0.100544523050253
"81872","chr21",1394,46483261,46483761,1.66794754055497,0.048904963187512,0.177024500871653
"116986","chr7",6090,152760120,152760620,-1.20747196994504,0.049020961304977,-0.0500445196566205
"100856","chr5",4021,139454827,139455327,-1.61079504122875,0.049168699822656,-0.0610423697118394
"66074","chr19",6653,51097317,51097817,-2.15510475207625,0.0491751048876106,-0.0684848752835614
"29372","chr12",3486,57941871,57942371,-1.39779678296653,0.0493979913136876,-0.0341365159933663
"52675","chr17",2911,39617592,39618092,-1.45184737463005,0.0493979913136876,-0.0629239511271395
"71714","chr2",4858,112254074,112254574,-2.03990915385379,0.0493979913136876,-0.0451659968455686
"87136","chr3",2114,46928236,46928736,1.49778379030861,0.0493979913136876,0.115558997521529
"77819","chr20",963,25858160,25858660,3.28061908082064,0.0494221494868085,0.0818114259509494
"17948","chr10",4878,110496190,110496690,-1.30712095270345,0.0494627589245381,-0.0575750557424918
"88547","chr3",3525,88005054,88005554,2.74753991991081,0.0494627589245381,0.158353976915905
"119672","chr8",2414,81080234,81080734,-1.36456155709887,0.0494627589245381,-0.063973810009199
"83590","chr22",1691,38180708,38181208,-1.96733933345065,0.0495546085061216,-0.0494648020221958
"40127","chr14",4722,105299908,105300408,-1.55678339542513,0.0495617224931524,-0.0568846857942411
"110999","chr7",103,939780,940280,2.38047660230656,0.0495788282724853,0.106661651115321
"118708","chr8",1450,42154688,42155188,-1.48484867024861,0.0495788282724853,-0.0560790378953128
"92786","chr4",497,3954553,3955053,-1.74560236758688,0.0496512621597859,-0.0910342004520449
"81259","chr21",781,38804806,38805306,-1.20232592408473,0.0496852667182308,-0.0262292325582691
"126913","chr9",4790,136399453,136399953,-2.1708758637837,0.0496852667182308,-0.0474318214774482
"4445","chr1",4445,51236627,51237127,-1.27391763668476,0.0497648895470634,-0.0753867539266077
"122228","chr9",105,3240614,3241114,2.82470780416188,0.0497648895470634,0.0806359954909389
"72480","chr2",5624,143176573,143177073,-1.27510643039905,0.0497687050503125,-0.0445028964025089
"120257","chr8",2999,100947863,100948363,-1.72730866249805,0.0497687050503125,-0.0482955278074906
"76775","chr2",9919,241733779,241734279,-1.17693886882343,0.0497790855902403,-0.0392523591602968
"122027","chr8",4769,144427737,144428237,-1.60218991615198,0.0497790855902403,-0.0585964398263007
"34513","chr13",1954,88919943,88920443,3.33015632421896,0.0498004987829452,0.110680001362637
"37353","chr14",1948,62077822,62078322,2.15151945980426,0.0498004987829452,0.0731713762279293
"57716","chr18",588,21703076,21703576,-1.50172979650839,0.0498004987829452,-0.0390476030122381
"34293","chr13",1734,74062829,74063329,-1.1646045940953,0.0498716914481235,-0.0505312876913059
"87643","chr3",2621,50675202,50675702,-2.15371575727,0.0500076398440179,-0.0548671421402469
"109569","chr6",6577,143451047,143451547,-1.89094414905874,0.0500076398440179,-0.0472527510946266
"70585","chr2",3729,85888106,85888606,-1.56238201620369,0.0502211150474424,-0.0706192441899522
"124883","chr9",2760,107282129,107282629,-1.48431536690184,0.0502372078405243,-0.0336355295174438
"69997","chr2",3141,70087928,70088428,-1.48637107518399,0.0504156121152469,-0.0606038808043124
"6775","chr1",6775,111739146,111739646,-1.03853121353303,0.0504157758034316,-0.0771759341028592
"84880","chr22",2981,50244174,50244674,-1.12331999801693,0.0504157758034316,-0.0811203979018275
"44825","chr16",393,2091111,2091611,-3.22153342052273,0.0504309821126513,-0.0513375750631118
"59266","chr18",2138,77621937,77622437,-1.2767583451691,0.0504309821126513,-0.0647079058068993
"85284","chr3",262,10010442,10010942,-2.81360420112413,0.0504309821126513,-0.0484756910896791
"93708","chr4",1419,39698518,39699018,-1.50846314744981,0.0504309821126513,-0.0581207107707997
"105090","chr6",2098,31576207,31576707,-3.30270225187179,0.0504309821126513,-0.0508968800042847
"114228","chr7",3332,92836893,92837393,-1.0085817353122,0.0504309821126513,-0.0340265164866333
"128819","chrX",1531,65035297,65035797,-3.01603895050696,0.0504309821126513,-0.0339406079869261
"70264","chr2",3408,74147131,74147631,-1.83918347893422,0.0504519531126169,-0.0388465231437431
"83232","chr22",1333,36334039,36334539,-2.08589202619635,0.0504519531126169,-0.0704119462575254
"107810","chr6",4818,106566454,106566954,-1.5664219262516,0.0504519531126169,-0.0813616756207073
"77251","chr20",395,4740743,4741243,-3.29854330096738,0.0506833787634495,-0.0608192263391509
"113812","chr7",2916,74231261,74231761,3.75512511611589,0.0506833787634495,0.0900252396978291
"128131","chrX",843,40158110,40158610,-1.96527718876852,0.0507437625012586,-0.0735076623933838
"82685","chr22",786,26483081,26483581,-1.2614929227275,0.0507590545010516,-0.0636199308707735
"114332","chr7",3436,98281890,98282390,-1.6570650909553,0.0507590545010516,-0.0598047938110716
"83081","chr22",1182,31958517,31959017,-3.37696076153534,0.050784378846988,-0.0575031794972898
"122451","chr9",328,7121031,7121531,2.72693767791566,0.0508047217860562,0.0776289994623282
"39694","chr14",4289,101792170,101792670,-1.47136355731236,0.0508257319114139,-0.0674253879506057
"28270","chr12",2384,49266153,49266653,-2.85705216094397,0.0508716782775912,-0.0327318086288291
"71066","chr2",4210,98466288,98466788,-2.85775559858614,0.0508716782775912,-0.0347875794488913
"124247","chr9",2124,92377877,92378377,3.18286821979305,0.0508716782775912,0.0580756016637028
"3372","chr1",3372,35558165,35558665,-1.45424130301316,0.0508935585156477,-0.0357142035105007
"14870","chr10",1800,33120502,33121002,-1.58590386159352,0.0508935585156477,-0.0500736159194399
"1237","chr1",1237,12167685,12168185,-1.20823734866249,0.0509471321943002,-0.0533041555239687
"7658","chr1",7658,150516061,150516561,-2.31741516989411,0.0509612498098112,-0.038792254116631
"52011","chr17",2247,32266205,32266705,-2.7817908051932,0.0509612498098112,-0.0358186040668933
"112698","chr7",1802,36969311,36969811,1.87716907146471,0.0509846660097947,0.0876950878108147
"20421","chr11",1342,18321422,18321922,-1.28649294733526,0.0509963805163429,-0.0394838775323059
"76629","chr2",9773,240021434,240021934,-2.24461469773023,0.0510430414321995,-0.0621680623203863
"127764","chrX",476,19372139,19372639,-2.44841042062167,0.0510430414321995,-0.0544802606362698
"99882","chr5",3047,119333563,119334063,-2.87403005857706,0.0510582328020829,-0.052544875457949
"116437","chr7",5541,143310313,143310813,-1.14495760637806,0.0510582328020829,-0.0359719930798486
"8600","chr1",8600,157137657,157138157,-1.12045729341154,0.0511036033265237,-0.0336513521610978
"55227","chr17",5463,67995507,67996007,-2.38539021622117,0.0511036033265237,-0.0556712135208103
"65345","chr19",5924,47047737,47048237,-1.2618226996567,0.0511036033265237,-0.0732941999174935
"17152","chr10",4082,96696234,96696734,-2.7271021341986,0.0511063255250522,-0.0558008878455018
"22392","chr11",3313,65516064,65516564,-2.99911712294615,0.0511063255250522,-0.0580158203032034
"64753","chr19",5332,42313539,42314039,-2.89532498490367,0.0511063255250522,-0.0372187354997091
"65036","chr19",5615,45448768,45449268,-2.74600633868411,0.0511063255250522,-0.0382577639979479
"72720","chr2",5864,147500198,147500698,3.99201744585977,0.0511063255250522,0.103896671193961
"56860","chr17",7096,82097522,82098022,-1.03633780080166,0.0511822138380933,-0.0506125470629877
"15880","chr10",2810,70477666,70478166,-2.68833766692646,0.0512281242726951,-0.0537116755281541
"19512","chr11",433,2265967,2266467,-1.6250822974258,0.0512281242726951,-0.0437229223273242
"31119","chr12",5233,109451009,109451509,2.47331477941998,0.0512281242726951,0.0682246589203882
"69251","chr2",2395,54522632,54523132,-1.65090122846567,0.0512281242726951,-0.0604599333793891
"72014","chr2",5158,121755947,121756447,-2.93995947158937,0.0512281242726951,-0.042840563730198
"73584","chr2",6728,174334672,174335172,-2.55225083865051,0.0512281242726951,-0.0450541042488857
"84776","chr22",2877,49849132,49849632,-1.83860113594855,0.0512281242726951,-0.0449086312884903
"6488","chr1",6488,109548961,109549461,-1.28971017219617,0.0512357020511911,-0.0949395816977295
"9039","chr1",9039,161314629,161315129,-1.26239409708968,0.0512357020511911,-0.0325668963754919
"45680","chr16",1248,11796289,11796789,-2.32396052660423,0.0512357020511911,-0.0569543936924281
"58928","chr18",1800,63788401,63788901,2.70275790900114,0.0512357020511911,0.0582154561697984
"61254","chr19",1833,10009327,10009827,-1.44416248469681,0.0512357020511911,-0.0714672616270532
"74945","chr2",8089,203940771,203941271,-2.86429944190442,0.0512357020511911,-0.0509216018006465
"80396","chr20",3540,63865566,63866066,-2.40507048172548,0.0512357020511911,-0.0308096718274883
"85703","chr3",681,15797927,15798427,-1.06772768168814,0.0512357020511911,-0.0452445546554119
"95343","chr4",3054,110154509,110155009,2.70118790453054,0.0512357020511911,0.0634428513279934
"102388","chr5",5553,172284543,172285043,-2.49539835062305,0.0512357020511911,-0.0335705337738519
"103573","chr6",581,13336424,13336924,-2.22947441460855,0.0512357020511911,-0.0473460092110226
"599","chr1",599,6205114,6205614,-1.98758598888057,0.0513105953679702,-0.0889819540837569
"23390","chr11",4311,75143037,75143537,-1.71585901142964,0.0513105953679702,-0.0521915131811038
"36688","chr14",1283,51901605,51902105,-1.94619191740117,0.0513105953679702,-0.0488621552520707
"52484","chr17",2720,38509310,38509810,-2.71064275665036,0.0513105953679702,-0.0458992630352779
"57964","chr18",836,31634223,31634723,2.69413484669528,0.0513105953679702,0.123089235799332
"64397","chr19",4976,40833265,40833765,-2.64861612652867,0.0513105953679702,-0.0509154016835327
"91048","chr3",6026,160981184,160981684,3.02122876905978,0.0513105953679702,0.101629538668668
"121306","chr8",4048,133052912,133053412,-2.25174758284588,0.0513105953679702,-0.0406485967608068
"79033","chr20",2177,46010362,46010862,-1.56013258792874,0.0513200253073628,-0.082888173411748
"7150","chr1",7150,117007122,117007622,-2.41497151772316,0.0513543841060445,-0.0477292573652461
"30785","chr12",4899,104426834,104427334,-1.66058014828276,0.0513543841060445,-0.0363765139833887
"113187","chr7",2291,45110723,45111223,-1.06383742515666,0.0513543841060445,-0.0783104012121712
"69148","chr2",2292,47904676,47905176,-1.11957324711097,0.0513871782099957,-0.0591411232796565
"119955","chr8",2697,95025290,95025790,-1.43105328333015,0.0513871782099957,-0.030219061621396
"29239","chr12",3353,57230018,57230518,-2.21465582921542,0.0513900212157544,-0.0270388959955413
"60875","chr19",1454,6740618,6741118,-1.84746612478665,0.0513900212157544,-0.037351753465151
"83441","chr22",1542,37281622,37282122,-2.86458176270138,0.0513900212157544,-0.0395003929188085
"124473","chr9",2350,95515444,95515944,-2.38324926110523,0.0513900212157544,-0.0324776553007506
"13434","chr10",364,6274623,6275123,-2.79795947343171,0.0514903599058966,-0.0492404716006402
"20527","chr11",1448,20353781,20354281,-2.33831364149581,0.0514903599058966,-0.0429772862982618
"103208","chr6",216,3157882,3158382,-2.23438351941548,0.0514903599058966,-0.0349998241681461
"109848","chr6",6856,149567229,149567729,-2.05527679639827,0.0514903599058966,-0.025980750934316
"66372","chr19",6951,54231588,54232088,-1.12068446453305,0.0514957897338875,-0.0845756578643434
"64255","chr19",4834,40305262,40305762,-2.20030703407717,0.051537902002775,-0.0608916046580943
"129663","chrX",2375,119565199,119565699,-1.40973229356786,0.0515574748071402,-0.0937027084115749
"21964","chr11",2885,63681744,63682244,-1.58578449842471,0.0515635754034394,-0.0863879451527581
"122084","chr8",4826,144786041,144786541,-2.73779231558703,0.0515694412305873,-0.0376250570291531
"107394","chr6",4402,89350899,89351399,-1.32066008177469,0.0515753272349073,-0.025792171563819
"109465","chr6",6473,141562117,141562617,-1.39686060595913,0.0515753272349073,-0.0412977490848525
"42831","chr15",2492,72809265,72809765,-1.11233793397166,0.0515910177035519,-0.0753914668878079
"4335","chr1",4335,46605213,46605713,-2.12503254184488,0.0516029393672378,-0.0563154991430544
"31144","chr12",5258,109853037,109853537,-1.49250696948876,0.0516029393672378,-0.0670465336459518
"1177","chr1",1177,11924578,11925078,-4.46270200740052,0.0516125208149642,-0.0422689307318926
